Timestamp,Reference X,Reference Y,Reference Theta,Current X,Current Y,Current Theta,Linear Velocity,Angular Velocity,Current Motor1,Current Motor2,Voltage Motor1,Voltage Motor2,Energy Usage
0.0,2.0,0.0,0.0,0.017,-0.066,-1.57,0.0,-0.017,0.438,0.116,0.113,-0.044,0.132
0.1,2.0,0.0,0.0,0.018,-0.065,-1.57,0.08,1.193,0.467,0.097,0.091,-0.044,0.243
0.2,2.0,0.0,0.0,0.019,-0.068,-1.57,0.305,1.2,0.883,4.1,-0.026,0.39,4.139
0.3,2.0,0.0,0.0,0.018,-0.067,-1.567,0.38,1.2,0.79,2.444,-0.132,0.417,6.834
0.4,2.0,0.0,0.0,0.017,-0.084,-1.519,0.6,1.2,0.834,3.398,0.158,0.553,11.658
0.5,2.0,0.0,0.0,0.028,-0.118,-1.314,0.6,1.2,0.813,2.902,0.089,0.585,15.907
0.6,2.0,0.0,0.0,0.049,-0.151,-1.208,0.6,1.2,0.545,1.634,0.087,0.539,18.137
0.7,2.0,0.0,0.0,0.082,-0.207,-1.104,0.6,1.2,0.525,2.945,0.061,0.574,22.272
0.8,2.0,0.0,0.0,0.104,-0.251,-1.002,0.6,1.2,0.587,1.982,0.077,0.548,24.987
0.9,2.0,0.0,0.0,0.135,-0.308,-0.895,0.6,1.2,0.653,2.369,0.061,0.543,28.168
1.0,2.0,0.0,0.0,0.168,-0.357,-0.786,0.6,1.2,0.469,2.591,0.059,0.557,31.696
1.1,2.0,0.0,0.0,0.233,-0.424,-0.572,0.6,1.2,0.58,1.722,0.056,0.568,34.121
1.2,2.0,0.0,0.0,0.306,-0.48,-0.464,0.6,1.2,0.485,2.612,0.063,0.563,37.727
1.3,2.0,0.0,0.0,0.344,-0.503,-0.357,0.6,1.2,0.73,1.924,0.095,0.55,40.431
1.4,2.0,0.0,0.0,0.399,-0.534,-0.251,0.6,1.2,0.555,1.71,0.063,0.557,42.803
1.5,2.0,0.0,0.0,0.446,-0.548,-0.144,0.6,1.2,0.69,2.768,0.066,0.572,46.716
1.6,2.0,0.0,0.0,0.509,-0.566,-0.036,0.6,1.2,0.589,2.449,0.079,0.568,50.164
1.7,2.0,0.0,0.0,0.582,-0.556,0.177,0.6,0.9,0.716,2.662,0.043,0.569,53.87
1.8,2.0,0.0,0.0,0.647,-0.544,0.28,0.6,0.269,0.598,0.372,0.321,0.392,54.68
1.9,2.0,0.0,0.0,0.7,-0.525,0.378,0.6,-0.131,0.634,1.764,0.256,0.415,56.825
2.0,2.0,0.0,0.0,0.75,-0.488,0.417,0.6,-0.198,0.689,0.261,0.356,0.329,57.621
2.1,2.0,0.0,0.0,0.841,-0.426,0.419,0.6,-0.31,1.248,0.088,0.377,0.215,58.794
2.2,2.0,0.0,0.0,0.886,-0.405,0.397,0.6,-0.296,2.053,0.303,0.422,0.208,61.023
2.3,2.0,0.0,0.0,0.952,-0.375,0.363,0.6,-0.021,0.72,0.168,0.384,0.265,61.793
2.4,2.0,0.0,0.0,1.012,-0.359,0.341,0.6,0.025,0.707,0.111,0.332,0.309,62.438
2.5,2.0,0.0,0.0,1.068,-0.345,0.338,0.6,0.033,1.62,0.15,0.405,0.273,64.114
2.6,2.0,0.0,0.0,1.132,-0.323,0.338,0.6,0.126,0.522,1.225,0.275,0.379,65.571
