Timestamp,Reference X,Reference Y,Reference Theta,Current X,Current Y,Current Theta,Linear Velocity,Angular Velocity,Current Motor1,Current Motor2,Voltage Motor1,Voltage Motor2,Energy Usage
0.0,2.0,0.0,0.0,-0.002,-0.001,-1.56,0.0,-0.096,0.374,0.097,0.088,0.005,0.08
0.1,2.0,0.0,0.0,-0.001,-0.0,-1.56,0.3,1.104,0.44,0.095,0.112,-0.082,0.218
0.2,2.0,0.0,0.0,-0.0,-0.001,-1.564,0.6,1.2,0.972,3.948,0.217,0.42,4.703
0.3,2.0,0.0,0.0,0.004,0.01,-1.553,0.6,1.2,1.323,3.953,0.214,0.593,11.011
0.4,2.0,0.0,0.0,0.011,0.001,-1.503,0.6,1.2,0.718,1.901,0.093,0.55,13.683
0.5,2.0,0.0,0.0,0.022,-0.036,-1.42,0.6,1.2,0.717,2.006,0.038,0.54,16.35
0.6,2.0,0.0,0.0,0.035,-0.052,-1.42,0.6,1.2,0.457,1.996,0.074,0.535,18.995
0.7,2.0,0.0,0.0,0.047,-0.154,-1.212,0.6,1.2,0.58,2.234,0.066,0.542,21.992
0.8,2.0,0.0,0.0,0.072,-0.242,-0.995,0.6,1.2,0.728,2.873,0.058,0.592,26.175
0.9,2.0,0.0,0.0,0.098,-0.288,-0.883,0.6,1.2,0.861,2.644,0.08,0.582,30.034
1.0,2.0,0.0,0.0,0.125,-0.341,-0.773,0.6,1.2,0.448,1.526,0.069,0.547,32.111
1.1,2.0,0.0,0.0,0.142,-0.372,-0.773,0.6,1.2,0.659,2.426,0.092,0.577,35.618
1.2,2.0,0.0,0.0,0.213,-0.429,-0.554,0.6,1.2,0.601,1.352,0.06,0.532,37.431
1.3,2.0,0.0,0.0,0.257,-0.462,-0.446,0.6,1.2,0.682,2.852,0.077,0.597,41.646
1.4,2.0,0.0,0.0,0.298,-0.486,-0.339,0.6,1.2,0.555,1.962,0.051,0.539,44.255
1.5,2.0,0.0,0.0,0.367,-0.516,-0.229,0.6,1.2,0.544,2.467,0.073,0.57,47.726
1.6,2.0,0.0,0.0,0.416,-0.529,-0.12,0.6,1.2,0.576,1.52,0.057,0.533,49.748
1.7,2.0,0.0,0.0,0.485,-0.548,-0.015,0.6,1.2,0.63,2.262,0.065,0.554,52.854
1.8,2.0,0.0,0.0,0.542,-0.545,0.09,0.6,1.2,0.405,2.242,0.044,0.558,55.896
1.9,2.0,0.0,0.0,0.614,-0.539,0.196,0.6,0.671,0.624,2.264,0.061,0.562,59.04
2.0,2.0,0.0,0.0,0.645,-0.523,0.302,0.6,-0.383,0.469,2.711,0.132,0.494,62.402
2.1,2.0,0.0,0.0,0.699,-0.513,0.396,0.6,-0.628,1.042,0.258,0.393,0.3,63.571
2.2,2.0,0.0,0.0,0.765,-0.498,0.439,0.6,-0.033,2.745,0.192,0.492,0.114,66.865
2.3,2.0,0.0,0.0,0.848,-0.472,0.367,0.6,0.175,0.725,0.148,0.357,0.272,67.583
