Timestamp,Reference X,Reference Y,Reference Theta,Current X,Current Y,Current Theta,Linear Velocity,Angular Velocity,Current Motor1,Current Motor2,Voltage Motor1,Voltage Motor2,Energy Usage
0.0,2.0,0.0,0.0,0.005,-0.022,-1.559,0.005,-0.111,0.45,0.102,0.108,-0.08,0.136
0.1,2.0,0.0,0.0,0.004,-0.021,-1.56,0.155,1.089,0.421,0.079,0.108,-0.093,0.262
0.2,2.0,0.0,0.0,0.004,-0.023,-1.565,0.455,1.2,0.848,2.751,-0.037,0.443,3.261
0.3,2.0,0.0,0.0,0.021,-0.033,-1.561,0.6,1.2,1.45,3.647,0.271,0.609,9.528
0.4,2.0,0.0,0.0,0.036,-0.033,-1.493,0.6,1.2,0.858,2.97,0.198,0.581,14.081
0.5,2.0,0.0,0.0,0.061,-0.061,-1.405,0.6,1.2,0.639,2.093,0.061,0.546,16.917
0.6,2.0,0.0,0.0,0.084,-0.117,-1.311,0.6,1.2,0.546,2.27,0.092,0.557,20.075
0.7,2.0,0.0,0.0,0.101,-0.161,-1.211,0.6,1.2,0.693,2.233,0.077,0.565,23.23
0.8,2.0,0.0,0.0,0.114,-0.209,-1.103,0.6,1.2,0.78,2.652,0.084,0.571,27.023
0.9,2.0,0.0,0.0,0.141,-0.264,-0.996,0.6,1.2,0.632,1.772,0.057,0.556,29.477
1.0,2.0,0.0,0.0,0.181,-0.337,-0.776,0.6,1.2,0.553,1.819,0.049,0.567,32.017
1.1,2.0,0.0,0.0,0.208,-0.367,-0.668,0.6,1.2,0.537,1.823,0.077,0.547,34.51
1.2,2.0,0.0,0.0,0.253,-0.412,-0.555,0.6,1.2,0.567,1.706,0.066,0.531,36.773
1.3,2.0,0.0,0.0,0.305,-0.453,-0.444,0.6,1.2,0.733,1.45,0.074,0.549,38.815
1.4,2.0,0.0,0.0,0.35,-0.477,-0.333,0.6,1.2,0.654,2.064,0.071,0.545,41.629
1.5,2.0,0.0,0.0,0.409,-0.504,-0.222,0.6,1.2,0.746,2.763,0.083,0.586,45.663
1.6,2.0,0.0,0.0,0.48,-0.512,-0.009,0.6,1.2,0.675,2.591,0.057,0.562,49.25
1.7,2.0,0.0,0.0,0.531,-0.512,0.095,0.6,1.143,0.467,2.268,0.056,0.57,52.413
1.8,2.0,0.0,0.0,0.588,-0.511,0.204,0.6,-0.128,0.675,2.464,0.06,0.558,55.809
1.9,2.0,0.0,0.0,0.649,-0.499,0.308,0.6,-0.101,1.183,0.089,0.341,0.295,56.84
2.0,2.0,0.0,0.0,0.702,-0.478,0.412,0.6,-0.49,0.661,0.793,0.323,0.344,58.007
2.1,2.0,0.0,0.0,0.743,-0.482,0.45,0.6,-0.398,2.36,0.288,0.443,0.159,60.626
2.2,2.0,0.0,0.0,0.803,-0.456,0.429,0.6,-0.191,1.834,0.129,0.437,0.186,62.606
2.3,2.0,0.0,0.0,0.863,-0.441,0.393,0.6,0.088,1.532,0.392,0.402,0.275,64.343
2.4,2.0,0.0,0.0,0.907,-0.421,0.364,0.6,0.095,0.761,0.999,0.345,0.376,65.874
2.5,2.0,0.0,0.0,0.957,-0.393,0.35,0.6,0.104,0.794,0.269,0.345,0.346,66.755
2.6,2.0,0.0,0.0,1.033,-0.359,0.352,0.6,0.025,1.225,0.38,0.362,0.365,68.153
2.7,2.0,0.0,0.0,1.072,-0.345,0.352,0.6,0.017,0.612,0.467,0.312,0.366,69.022
2.8,2.0,0.0,0.0,1.162,-0.308,0.36,0.6,-0.067,1.078,0.772,0.388,0.367,70.706
2.9,2.0,0.0,0.0,1.22,-0.285,0.363,0.6,-0.07,0.58,0.36,0.325,0.339,71.451
3.0,2.0,0.0,0.0,1.265,-0.27,0.366,0.6,-0.061,0.777,0.242,0.353,0.301,72.284
3.1,2.0,0.0,0.0,1.319,-0.247,0.366,0.6,-0.049,0.678,0.222,0.349,0.307,73.017
3.2,2.0,0.0,0.0,1.366,-0.231,0.364,0.6,-0.029,1.055,0.266,0.386,0.333,74.208
3.3,2.0,0.0,0.0,1.423,-0.207,0.361,0.6,-0.028,0.672,0.253,0.328,0.323,74.933
3.4,2.0,0.0,0.0,1.509,-0.173,0.357,0.6,-0.06,0.75,0.254,0.36,0.304,75.766
3.5,2.0,0.0,0.0,1.58,-0.147,0.355,0.6,-0.058,1.411,0.256,0.381,0.311,77.246
3.6,2.0,0.0,0.0,1.623,-0.131,0.352,0.6,-0.033,1.096,0.218,0.375,0.323,78.402
3.7,2.0,0.0,0.0,1.711,-0.098,0.349,0.6,-0.027,0.836,0.193,0.365,0.304,79.276
3.8,2.0,0.0,0.0,1.759,-0.077,0.349,0.6,-0.062,0.759,0.255,0.369,0.34,80.156
3.9,2.0,0.0,0.0,1.807,-0.058,0.348,0.6,-0.06,1.217,0.193,0.371,0.297,81.377
4.0,2.0,0.0,0.0,1.873,-0.034,0.346,0.15,-0.049,0.383,0.09,0.228,0.144,81.617
4.1,2.0,2.0,0.0,1.942,-0.007,0.343,0.3,1.151,0.374,0.113,0.059,-0.012,81.673
4.2,2.0,2.0,0.0,1.988,0.018,0.338,0.6,1.2,0.838,3.525,0.12,0.444,85.667
4.3,2.0,2.0,0.0,2.019,0.026,0.336,0.6,1.2,1.457,4.073,0.263,0.581,92.262
4.4,2.0,2.0,0.0,2.033,0.013,0.383,0.6,1.2,0.712,2.394,0.079,0.589,95.783
4.5,2.0,2.0,0.0,2.088,0.021,0.452,0.6,1.2,0.687,2.302,0.096,0.555,99.008
