Timestamp,Reference X,Reference Y,Reference Theta,Current X,Current Y,Current Theta,Linear Velocity,Angular Velocity,Current Motor1,Current Motor2,Voltage Motor1,Voltage Motor2,Energy Usage
0.0,2.0,0.0,0.0,0.03,-0.078,-1.562,0.0,-0.069,0.498,0.098,0.112,-0.081,0.152
0.1,2.0,0.0,0.0,0.029,-0.078,-1.562,0.038,1.199,0.437,0.104,0.094,-0.05,0.263
0.2,2.0,0.0,0.0,0.03,-0.079,-1.566,0.113,1.2,0.334,0.108,0.094,-0.065,0.355
0.3,2.0,0.0,0.0,0.032,-0.083,-1.565,0.113,1.2,0.743,0.717,-0.205,0.312,1.258
0.4,2.0,0.0,0.0,0.054,-0.082,-1.515,0.188,1.2,0.703,1.768,-0.179,0.353,3.057
0.5,2.0,0.0,0.0,0.062,-0.093,-1.418,0.263,1.2,0.689,2.802,-0.127,0.377,5.799
0.6,2.0,0.0,0.0,0.07,-0.098,-1.321,0.338,1.2,0.704,1.539,-0.118,0.429,7.585
0.7,2.0,0.0,0.0,0.085,-0.112,-1.224,0.413,1.2,0.544,2.834,-0.093,0.439,10.692
0.8,2.0,0.0,0.0,0.1,-0.141,-1.023,0.488,1.2,0.652,2.875,-0.006,0.492,14.098
0.9,2.0,0.0,0.0,0.115,-0.164,-0.921,0.525,1.2,0.679,2.17,0.012,0.525,16.853
1.0,2.0,0.0,0.0,0.138,-0.191,-0.818,0.6,1.2,0.799,2.752,0.133,0.586,20.978
1.1,2.0,0.0,0.0,0.168,-0.221,-0.716,0.6,1.2,0.863,2.44,0.064,0.566,24.427
1.2,2.0,0.0,0.0,0.238,-0.272,-0.507,0.6,1.2,0.394,3.047,0.054,0.572,28.663
1.3,2.0,0.0,0.0,0.329,-0.319,-0.292,0.6,1.2,0.722,1.878,0.068,0.538,31.203
1.4,2.0,0.0,0.0,0.38,-0.338,-0.181,0.6,1.2,0.553,2.032,0.057,0.54,33.914
1.5,2.0,0.0,0.0,0.436,-0.354,-0.071,0.6,1.2,0.835,2.515,0.055,0.577,37.509
1.6,2.0,0.0,0.0,0.528,-0.359,0.14,0.6,0.234,0.444,2.254,0.125,0.512,40.41
1.7,2.0,0.0,0.0,0.598,-0.349,0.245,0.6,-0.114,1.414,0.181,0.444,0.189,41.999
1.8,2.0,0.0,0.0,0.644,-0.338,0.324,0.6,-0.305,0.856,0.362,0.393,0.321,43.084
1.9,2.0,0.0,0.0,0.674,-0.344,0.352,0.6,-0.305,2.846,0.414,0.508,0.195,46.744
2.0,2.0,0.0,0.0,0.774,-0.308,0.297,0.6,-0.258,0.718,0.299,0.38,0.274,47.595
2.1,2.0,0.0,0.0,0.797,-0.306,0.297,0.6,0.028,2.188,0.375,0.454,0.231,50.189
2.2,2.0,0.0,0.0,0.884,-0.276,0.243,0.6,0.065,1.635,0.526,0.407,0.319,52.188
2.3,2.0,0.0,0.0,0.957,-0.258,0.228,0.6,0.032,0.754,0.251,0.349,0.341,53.024
2.4,2.0,0.0,0.0,0.998,-0.244,0.232,0.6,0.044,1.27,0.247,0.372,0.352,54.365
2.5,2.0,0.0,0.0,1.081,-0.224,0.236,0.6,0.055,0.657,0.827,0.343,0.385,55.67
2.6,2.0,0.0,0.0,1.145,-0.207,0.24,0.6,-0.047,0.562,1.574,0.313,0.379,57.525
2.7,2.0,0.0,0.0,1.19,-0.194,0.242,0.6,-0.039,0.652,0.261,0.34,0.326,58.261
2.8,2.0,0.0,0.0,1.244,-0.177,0.244,0.6,-0.025,0.777,0.361,0.357,0.353,59.232
2.9,2.0,0.0,0.0,1.306,-0.162,0.244,0.6,-0.078,0.738,0.209,0.379,0.312,60.061
3.0,2.0,0.0,0.0,1.379,-0.146,0.244,0.6,-0.051,0.722,0.172,0.366,0.286,60.813
3.1,2.0,0.0,0.0,1.426,-0.133,0.242,0.6,-0.033,0.682,0.211,0.35,0.285,61.53
3.2,2.0,0.0,0.0,1.502,-0.114,0.238,0.6,-0.022,1.264,0.26,0.381,0.316,62.883
3.3,2.0,0.0,0.0,1.556,-0.104,0.235,0.6,-0.016,0.913,0.261,0.363,0.332,63.887
3.4,2.0,0.0,0.0,1.593,-0.095,0.233,0.6,-0.014,0.831,0.184,0.379,0.314,64.783
3.5,2.0,0.0,0.0,1.698,-0.065,0.232,0.6,-0.032,0.809,0.319,0.369,0.364,65.777
3.6,2.0,0.0,0.0,1.759,-0.052,0.23,0.6,-0.036,0.646,0.351,0.322,0.34,66.564
3.7,2.0,0.0,0.0,1.81,-0.035,0.229,0.525,-0.047,0.605,0.245,0.292,0.292,67.159
3.8,2.0,0.0,0.0,1.889,-0.021,0.232,0.45,-0.039,0.569,0.092,0.294,0.205,67.605
3.9,2.0,2.0,0.0,1.922,-0.013,0.232,0.488,1.161,0.573,0.098,0.258,0.197,68.007
4.0,2.0,2.0,0.0,1.995,0.007,0.226,0.563,1.2,1.089,4.935,0.022,0.575,74.874
4.1,2.0,2.0,0.0,2.045,-0.001,0.24,0.6,1.2,0.988,3.427,0.044,0.595,79.871
4.2,2.0,2.0,0.0,2.105,0.004,0.315,0.6,1.2,0.303,2.12,0.071,0.54,82.672
4.3,2.0,2.0,0.0,2.166,0.035,0.524,0.6,1.2,0.561,2.203,0.044,0.55,85.639
4.4,2.0,2.0,0.0,2.236,0.068,0.629,0.6,1.2,0.621,2.17,0.094,0.555,88.669
4.5,2.0,2.0,0.0,2.307,0.118,0.742,0.6,1.2,0.573,2.134,0.085,0.565,91.678
4.6,2.0,2.0,0.0,2.35,0.178,0.964,0.6,1.2,0.841,2.605,0.07,0.575,95.411
4.7,2.0,2.0,0.0,2.387,0.229,1.072,0.6,1.2,0.768,1.998,0.022,0.555,98.113
4.8,2.0,2.0,0.0,2.426,0.296,1.181,0.6,1.2,0.555,2.356,0.084,0.565,101.418
4.9,2.0,2.0,0.0,2.448,0.391,1.402,0.6,1.2,0.741,2.204,0.023,0.565,104.446
5.0,2.0,2.0,0.0,2.456,0.444,1.514,0.6,1.2,0.707,2.333,0.068,0.579,107.805
5.1,2.0,2.0,0.0,2.46,0.513,1.626,0.6,1.2,0.656,2.548,0.068,0.577,111.441
5.2,2.0,2.0,0.0,2.456,0.583,1.731,0.6,0.631,0.756,2.243,0.069,0.574,114.659
5.3,2.0,2.0,0.0,2.443,0.662,1.835,0.6,0.007,0.691,2.77,0.138,0.495,118.18
5.4,2.0,2.0,0.0,2.39,0.744,1.988,0.6,-0.622,0.802,0.103,0.438,0.179,119.067
5.5,2.0,2.0,0.0,2.354,0.789,2.013,0.6,-0.525,2.111,0.134,0.482,0.184,121.566
5.6,2.0,2.0,0.0,2.289,0.857,1.98,0.6,-0.494,2.175,0.347,0.476,0.159,124.183
