Timestamp,Reference X,Reference Y,Reference Theta,Current X,Current Y,Current Theta,Linear Velocity,Angular Velocity,Current Motor1,Current Motor2,Voltage Motor1,Voltage Motor2,Energy Usage
0.0,2.0,0.0,0.0,0.024,-0.06,-1.563,0.0,-0.062,0.416,0.085,0.128,-0.105,0.15
0.1,2.0,0.0,0.0,0.025,-0.061,-1.564,0.012,1.165,0.614,0.206,0.129,-0.109,0.394
0.2,2.0,0.0,0.0,0.026,-0.065,-1.567,0.031,1.2,0.875,2.614,-0.247,0.329,2.977
0.3,2.0,0.0,0.0,0.024,-0.065,-1.566,0.05,1.2,1.54,0.694,-0.288,0.277,4.501
0.4,2.0,0.0,0.0,0.008,-0.055,-1.503,0.059,1.2,1.021,0.951,-0.253,0.305,5.818
0.5,2.0,0.0,0.0,0.012,-0.051,-1.397,0.087,1.2,0.714,1.379,-0.229,0.302,7.211
0.6,2.0,0.0,0.0,0.018,-0.051,-1.298,0.097,1.2,1.202,0.68,-0.236,0.288,8.361
0.7,2.0,0.0,0.0,0.022,-0.057,-1.099,0.106,1.2,0.795,0.884,-0.211,0.33,9.463
0.8,2.0,0.0,0.0,0.026,-0.064,-0.999,0.125,1.2,0.864,1.313,-0.201,0.356,11.004
0.9,2.0,0.0,0.0,0.038,-0.072,-0.898,0.144,1.2,0.682,1.468,-0.204,0.361,12.611
1.0,2.0,0.0,0.0,0.045,-0.085,-0.8,0.162,1.2,0.827,1.711,-0.195,0.368,14.508
1.1,2.0,0.0,0.0,0.06,-0.097,-0.7,0.172,1.2,0.747,1.461,-0.167,0.341,16.001
1.2,2.0,0.0,0.0,0.068,-0.104,-0.602,0.181,1.2,0.958,1.731,-0.201,0.357,17.945
1.3,2.0,0.0,0.0,0.087,-0.116,-0.498,0.2,1.2,0.928,1.739,-0.191,0.352,19.84
1.4,2.0,0.0,0.0,0.114,-0.127,-0.294,0.219,1.073,0.907,1.653,-0.161,0.374,21.676
1.5,2.0,0.0,0.0,0.133,-0.134,-0.195,0.237,0.791,0.777,1.54,-0.176,0.367,23.36
1.6,2.0,0.0,0.0,0.165,-0.14,-0.099,0.256,0.579,0.421,0.224,0.06,0.262,23.561
1.7,2.0,0.0,0.0,0.191,-0.136,-0.025,0.275,-0.006,0.546,0.908,0.023,0.281,24.204
1.8,2.0,0.0,0.0,0.236,-0.139,0.067,0.294,0.078,0.487,0.408,0.162,0.235,24.622
1.9,2.0,0.0,0.0,0.26,-0.147,0.074,0.312,-0.004,0.46,0.381,0.18,0.219,25.021
2.0,2.0,0.0,0.0,0.279,-0.147,0.075,0.331,0.07,0.419,0.491,0.117,0.244,25.426
2.1,2.0,0.0,0.0,0.318,-0.143,0.066,0.341,0.057,0.723,1.418,0.183,0.305,26.783
2.2,2.0,0.0,0.0,0.353,-0.141,0.074,0.359,0.049,0.5,0.756,0.243,0.29,27.601
2.3,2.0,0.0,0.0,0.382,-0.138,0.078,0.369,0.033,0.467,0.308,0.186,0.267,28.007
2.4,2.0,0.0,0.0,0.439,-0.135,0.079,0.387,-0.004,0.52,0.848,0.23,0.299,28.903
2.5,2.0,0.0,0.0,0.466,-0.134,0.079,0.397,0.008,0.666,0.457,0.263,0.297,29.649
2.6,2.0,0.0,0.0,0.52,-0.126,0.084,0.416,-0.018,0.535,0.322,0.236,0.264,30.156
2.7,2.0,0.0,0.0,0.563,-0.123,0.085,0.434,-0.028,0.752,0.406,0.281,0.309,30.964
2.8,2.0,0.0,0.0,0.61,-0.119,0.089,0.444,-0.014,0.575,0.308,0.272,0.293,31.556
2.9,2.0,0.0,0.0,0.665,-0.115,0.09,0.453,-0.025,0.652,0.199,0.316,0.277,32.183
3.0,2.0,0.0,0.0,0.709,-0.108,0.091,0.481,-0.06,0.588,0.198,0.264,0.244,32.672
3.1,2.0,0.0,0.0,0.791,-0.102,0.091,0.491,-0.052,0.981,0.208,0.319,0.281,33.563
3.2,2.0,0.0,0.0,0.843,-0.099,0.09,0.5,-0.055,0.956,0.277,0.321,0.305,34.502
3.3,2.0,0.0,0.0,0.856,-0.097,0.087,0.519,0.006,1.183,0.287,0.333,0.308,35.659
3.4,2.0,0.0,0.0,0.94,-0.087,0.082,0.537,-0.02,0.73,0.187,0.325,0.303,36.364
3.5,2.0,0.0,0.0,0.985,-0.082,0.084,0.547,-0.017,0.686,0.324,0.338,0.311,37.163
3.6,2.0,0.0,0.0,1.034,-0.077,0.085,0.565,-0.037,1.368,0.267,0.341,0.326,38.491
3.7,2.0,0.0,0.0,1.099,-0.071,0.085,0.575,-0.037,0.756,0.718,0.313,0.338,39.642
3.8,2.0,0.0,0.0,1.154,-0.063,0.085,0.594,-0.04,0.951,0.261,0.384,0.313,40.715
3.9,2.0,0.0,0.0,1.238,-0.055,0.084,0.6,-0.033,1.117,0.206,0.377,0.307,41.878
4.0,2.0,0.0,0.0,1.31,-0.048,0.084,0.6,-0.057,1.284,0.197,0.363,0.306,43.14
4.1,2.0,0.0,0.0,1.381,-0.047,0.079,0.6,-0.031,0.997,0.206,0.355,0.324,44.15
4.2,2.0,0.0,0.0,1.427,-0.044,0.079,0.6,-0.007,1.044,0.545,0.383,0.379,45.605
4.3,2.0,0.0,0.0,1.494,-0.035,0.078,0.6,-0.022,1.013,0.254,0.365,0.346,46.703
4.4,2.0,0.0,0.0,1.537,-0.03,0.078,0.6,-0.022,0.854,0.247,0.357,0.327,47.629
4.5,2.0,0.0,0.0,1.612,-0.023,0.077,0.6,-0.026,1.005,0.267,0.37,0.345,48.744
4.6,2.0,0.0,0.0,1.667,-0.018,0.076,0.6,-0.045,0.669,0.287,0.363,0.35,49.567
4.7,2.0,0.0,0.0,1.73,-0.017,0.074,0.591,-0.022,1.289,0.297,0.39,0.365,51.034
4.8,2.0,0.0,0.0,1.778,-0.01,0.073,0.581,-0.017,0.703,0.226,0.338,0.295,51.764
4.9,2.0,0.0,0.0,1.832,-0.002,0.072,0.562,-0.069,0.598,0.209,0.308,0.308,52.361
5.0,2.0,2.0,0.0,1.908,0.007,0.074,0.544,-0.086,0.823,0.113,0.369,0.275,53.165
5.1,2.0,2.0,0.0,1.99,0.008,0.069,0.544,1.101,1.248,0.202,0.37,0.231,54.385
5.2,2.0,2.0,0.0,2.042,0.013,0.065,0.562,1.2,0.645,4.014,-0.002,0.576,59.938
5.3,2.0,2.0,0.0,2.069,0.012,0.059,0.572,1.2,0.861,2.918,0.074,0.57,64.084
5.4,2.0,2.0,0.0,2.134,0.038,0.096,0.591,1.2,0.915,2.295,0.074,0.574,67.406
5.5,2.0,2.0,0.0,2.206,0.059,0.196,0.6,1.2,0.516,2.945,0.092,0.565,71.511
5.6,2.0,2.0,0.0,2.266,0.081,0.414,0.6,1.2,0.532,2.554,0.046,0.565,75.032
5.7,2.0,2.0,0.0,2.308,0.101,0.522,0.6,1.2,0.696,2.288,0.049,0.555,78.161
5.8,2.0,2.0,0.0,2.417,0.169,0.739,0.6,1.2,0.603,2.095,0.068,0.565,81.099
5.9,2.0,2.0,0.0,2.459,0.211,0.845,0.6,1.2,0.474,2.745,0.071,0.565,84.9
6.0,2.0,2.0,0.0,2.494,0.256,0.953,0.6,1.2,0.412,2.666,0.044,0.555,88.494
6.1,2.0,2.0,0.0,2.538,0.312,1.063,0.6,1.2,0.716,2.63,0.042,0.575,92.196
6.2,2.0,2.0,0.0,2.562,0.363,1.175,0.6,1.2,0.809,2.162,0.054,0.565,95.232
6.3,2.0,2.0,0.0,2.588,0.413,1.288,0.6,1.2,0.686,1.871,0.063,0.565,97.87
6.4,2.0,2.0,0.0,2.593,0.485,1.505,0.6,1.2,0.593,2.66,0.059,0.589,101.717
6.5,2.0,2.0,0.0,2.593,0.533,1.613,0.6,1.182,0.503,2.197,0.022,0.555,104.67
6.6,2.0,2.0,0.0,2.594,0.629,1.724,0.6,0.493,0.67,2.712,0.068,0.571,108.497
6.7,2.0,2.0,0.0,2.581,0.693,1.836,0.6,0.566,0.52,0.693,0.244,0.415,109.492
6.8,2.0,2.0,0.0,2.562,0.744,1.946,0.6,-0.161,0.698,2.165,0.129,0.505,112.333
6.9,2.0,2.0,0.0,2.536,0.789,2.056,0.6,-0.398,0.741,0.208,0.364,0.315,113.137
7.0,2.0,2.0,0.0,2.526,0.822,2.056,0.6,-0.309,1.38,0.118,0.432,0.248,114.638
7.1,2.0,2.0,0.0,2.487,0.869,2.026,0.6,-0.095,1.837,0.18,0.45,0.225,116.72
7.2,2.0,2.0,0.0,2.465,0.912,1.999,0.6,-0.075,0.812,0.248,0.376,0.306,117.635
7.3,2.0,2.0,0.0,2.426,0.992,1.983,0.6,-0.031,1.579,0.301,0.416,0.325,119.448
7.4,2.0,2.0,0.0,2.393,1.054,1.982,0.6,-0.092,1.175,0.353,0.379,0.297,120.769
7.5,2.0,2.0,0.0,2.35,1.153,1.984,0.6,-0.082,0.677,0.097,0.368,0.287,121.433
7.6,2.0,2.0,0.0,2.325,1.203,1.979,0.6,-0.053,1.568,0.27,0.383,0.323,123.085
7.7,2.0,2.0,0.0,2.299,1.273,1.973,0.6,-0.058,1.198,0.098,0.394,0.272,124.281
7.8,2.0,2.0,0.0,2.271,1.342,1.968,0.6,-0.006,1.055,0.251,0.363,0.314,125.391
7.9,2.0,2.0,0.0,2.257,1.366,1.964,0.6,-0.004,0.645,0.281,0.348,0.354,126.169
8.0,2.0,2.0,0.0,2.231,1.436,1.962,0.6,-0.03,0.941,0.383,0.387,0.372,127.385
8.1,2.0,2.0,0.0,2.201,1.509,1.962,0.6,-0.001,0.985,0.261,0.36,0.342,128.451
8.2,2.0,2.0,0.0,2.164,1.601,1.96,0.6,-0.001,0.739,0.829,0.343,0.357,129.769
8.3,2.0,2.0,0.0,2.148,1.646,1.961,0.6,0.009,0.634,0.27,0.345,0.342,130.516
8.4,2.0,2.0,0.0,2.113,1.727,1.962,0.581,-0.029,0.67,0.269,0.369,0.353,131.336
8.5,2.0,2.0,0.0,2.095,1.774,1.965,0.572,0.002,0.641,0.298,0.344,0.315,132.091
8.6,2.0,2.0,0.0,2.069,1.841,1.964,0.553,0.014,0.994,0.283,0.359,0.324,133.168
8.7,2.0,2.0,0.0,2.05,1.877,1.96,0.544,0.017,0.862,0.749,0.338,0.349,134.494
8.8,0.0,2.0,0.0,2.028,1.939,1.962,0.544,1.198,0.573,0.27,0.308,0.306,135.116
8.9,0.0,2.0,0.0,2.005,1.998,1.964,0.553,1.2,0.636,3.733,0.021,0.589,140.428
9.0,0.0,2.0,0.0,1.99,2.056,1.992,0.572,1.2,0.802,2.183,0.016,0.546,143.32
9.1,0.0,2.0,0.0,1.978,2.103,2.089,0.581,1.2,0.67,3.742,0.048,0.579,148.596
9.2,0.0,2.0,0.0,1.957,2.162,2.204,0.6,1.2,0.554,2.855,0.075,0.566,152.574
9.3,0.0,2.0,0.0,1.933,2.216,2.317,0.6,1.2,0.548,2.986,0.086,0.576,156.813
9.4,0.0,2.0,0.0,1.899,2.263,2.424,0.6,1.2,0.661,1.776,0.044,0.54,159.186
9.5,0.0,2.0,0.0,1.823,2.32,2.645,0.6,1.2,0.852,2.237,0.086,0.575,162.446
9.6,0.0,2.0,0.0,1.808,2.337,2.645,0.6,1.2,0.936,2.413,0.075,0.575,165.942
9.7,0.0,2.0,0.0,1.756,2.369,2.76,0.6,1.2,0.84,2.361,0.073,0.575,169.345
9.8,0.0,2.0,0.0,1.625,2.427,2.991,0.6,1.2,0.672,2.222,0.079,0.555,172.431
9.9,0.0,2.0,0.0,1.573,2.439,3.106,0.6,1.2,0.745,1.764,0.048,0.545,174.824
10.0,0.0,2.0,0.0,1.487,2.428,-2.958,0.6,0.245,0.501,2.307,0.13,0.529,177.91
10.1,0.0,2.0,0.0,1.442,2.439,-2.958,0.6,-0.234,1.289,0.374,0.335,0.372,179.281
10.2,0.0,2.0,0.0,1.376,2.383,-2.781,0.6,-0.356,1.293,0.224,0.416,0.288,180.726
10.3,0.0,2.0,0.0,1.332,2.381,-2.781,0.6,-0.682,1.526,0.317,0.427,0.302,182.518
10.4,0.0,2.0,0.0,1.258,2.312,-2.787,0.6,-0.607,1.887,0.092,0.475,0.142,184.7
10.5,0.0,2.0,0.0,1.181,2.272,-2.806,0.6,-0.412,2.243,0.281,0.498,0.155,187.488
10.6,0.0,2.0,0.0,1.123,2.245,-2.841,0.6,-0.249,1.776,0.419,0.448,0.225,189.621
10.7,0.0,2.0,0.0,1.08,2.227,-2.89,0.6,-0.163,2.051,0.135,0.469,0.217,191.999
10.8,0.0,2.0,0.0,0.998,2.215,-2.952,0.6,0.157,1.627,0.333,0.382,0.293,193.725
10.9,0.0,2.0,0.0,0.939,2.206,-2.962,0.6,0.135,0.958,0.249,0.355,0.362,194.757
11.0,0.0,2.0,0.0,0.883,2.2,-2.963,0.6,0.176,0.616,1.244,0.311,0.415,196.455
11.1,0.0,2.0,0.0,0.786,2.189,-2.94,0.6,0.094,0.535,1.026,0.265,0.37,197.707
11.2,0.0,2.0,0.0,0.738,2.183,-2.93,0.6,0.087,0.467,0.535,0.265,0.369,198.479
11.3,0.0,2.0,0.0,0.686,2.171,-2.921,0.6,0.113,0.488,1.2,0.282,0.411,199.995
11.4,0.0,2.0,0.0,0.62,2.159,-2.913,0.6,0.039,0.58,1.11,0.317,0.394,201.486
11.5,0.0,2.0,0.0,0.569,2.147,-2.905,0.6,0.052,0.635,1.516,0.339,0.399,203.454
11.6,0.0,2.0,0.0,0.519,2.137,-2.899,0.6,0.039,0.602,0.308,0.318,0.357,204.177
11.7,0.0,2.0,0.0,0.454,2.114,-2.898,0.6,-0.016,0.643,0.968,0.328,0.361,205.523
11.8,0.0,2.0,0.0,0.366,2.097,-2.889,0.6,-0.004,0.587,0.553,0.343,0.368,206.493
