Timestamp,Reference X,Reference Y,Reference Theta,Current X,Current Y,Current Theta,Linear Velocity,Angular Velocity,Current Motor1,Current Motor2,Voltage Motor1,Voltage Motor2,Energy Usage
0.0,2.0,0.0,0.0,0.015,-0.037,-1.576,0.0,0.065,0.399,0.095,0.098,-0.012,0.097
0.1,2.0,0.0,0.0,0.017,-0.036,-1.576,0.019,1.2,0.419,0.093,0.06,0.037,0.165
0.2,2.0,0.0,0.0,0.019,-0.041,-1.575,0.056,1.2,1.358,1.281,-0.279,0.32,2.056
0.3,2.0,0.0,0.0,0.016,-0.041,-1.568,0.075,1.2,0.845,1.158,-0.246,0.311,3.422
0.4,2.0,0.0,0.0,0.01,-0.057,-1.389,0.112,1.2,0.888,1.169,-0.23,0.317,4.801
0.5,2.0,0.0,0.0,0.015,-0.068,-1.287,0.15,1.2,0.775,1.932,-0.203,0.341,6.761
0.6,2.0,0.0,0.0,0.02,-0.069,-1.187,0.187,1.2,0.995,1.674,-0.186,0.345,8.59
0.7,2.0,0.0,0.0,0.023,-0.072,-1.088,0.206,1.2,0.84,1.507,-0.2,0.384,10.382
0.8,2.0,0.0,0.0,0.037,-0.094,-0.889,0.244,1.2,0.992,3.002,-0.167,0.389,13.583
0.9,2.0,0.0,0.0,0.054,-0.109,-0.79,0.281,1.2,0.879,2.65,-0.159,0.411,16.53
1.0,2.0,0.0,0.0,0.069,-0.125,-0.691,0.319,1.2,0.908,2.72,-0.15,0.428,19.653
1.1,2.0,0.0,0.0,0.092,-0.153,-0.59,0.356,1.2,0.68,1.097,-0.071,0.418,20.87
1.2,2.0,0.0,0.0,0.131,-0.166,-0.387,0.394,1.2,0.664,2.444,-0.005,0.469,23.632
1.3,2.0,0.0,0.0,0.162,-0.177,-0.284,0.413,1.2,0.8,2.186,0.016,0.472,26.14
1.4,2.0,0.0,0.0,0.209,-0.19,-0.18,0.45,0.638,0.696,2.723,0.049,0.493,29.443
1.5,2.0,0.0,0.0,0.273,-0.192,0.024,0.506,0.439,0.704,2.035,0.052,0.435,31.656
1.6,2.0,0.0,0.0,0.319,-0.184,0.093,0.544,-0.321,1.47,0.396,0.37,0.324,33.271
1.7,2.0,0.0,0.0,0.371,-0.182,0.139,0.562,-0.483,1.706,0.371,0.398,0.306,35.172
1.8,2.0,0.0,0.0,0.445,-0.15,0.153,0.6,-0.25,3.208,0.587,0.474,0.15,39.03
1.9,2.0,0.0,0.0,0.522,-0.147,0.082,0.6,0.204,2.306,0.345,0.405,0.335,41.552
2.0,2.0,0.0,0.0,0.573,-0.152,0.068,0.6,0.067,0.762,1.101,0.359,0.448,43.392
2.1,2.0,0.0,0.0,0.629,-0.147,0.082,0.6,0.053,0.562,0.598,0.292,0.382,44.335
2.2,2.0,0.0,0.0,0.708,-0.141,0.092,0.6,0.071,0.382,0.512,0.253,0.371,45.023
2.3,2.0,0.0,0.0,0.753,-0.136,0.101,0.6,-0.029,0.601,2.082,0.274,0.403,47.434
2.4,2.0,0.0,0.0,0.835,-0.127,0.107,0.6,-0.017,0.568,1.123,0.344,0.386,48.942
2.5,2.0,0.0,0.0,0.885,-0.119,0.11,0.6,-0.005,0.7,0.415,0.343,0.353,49.87
2.6,2.0,0.0,0.0,0.936,-0.112,0.109,0.6,-0.013,0.578,0.596,0.346,0.358,50.862
2.7,2.0,0.0,0.0,0.994,-0.107,0.108,0.6,-0.038,0.609,0.5,0.357,0.362,51.818
2.8,2.0,0.0,0.0,1.063,-0.095,0.113,0.6,-0.054,0.743,0.51,0.357,0.351,52.885
2.9,2.0,0.0,0.0,1.144,-0.086,0.111,0.6,-0.061,0.64,0.24,0.344,0.32,53.598
3.0,2.0,0.0,0.0,1.21,-0.078,0.111,0.6,-0.038,0.677,0.227,0.355,0.315,54.346
3.1,2.0,0.0,0.0,1.278,-0.068,0.108,0.6,-0.055,0.949,0.168,0.379,0.316,55.336
3.2,2.0,0.0,0.0,1.349,-0.063,0.106,0.6,-0.052,1.028,0.098,0.395,0.304,56.383
3.3,2.0,0.0,0.0,1.412,-0.058,0.105,0.6,-0.029,0.82,0.171,0.358,0.296,57.208
3.4,2.0,0.0,0.0,1.466,-0.052,0.1,0.6,-0.001,0.741,0.264,0.37,0.337,58.079
3.5,2.0,0.0,0.0,1.53,-0.043,0.099,0.6,-0.009,0.598,0.283,0.33,0.336,58.779
3.6,2.0,0.0,0.0,1.592,-0.035,0.098,0.6,-0.033,0.801,0.206,0.351,0.317,59.611
3.7,2.0,0.0,0.0,1.638,-0.028,0.098,0.6,-0.042,0.782,0.312,0.371,0.344,60.564
3.8,2.0,0.0,0.0,1.687,-0.027,0.098,0.6,-0.024,0.979,0.279,0.386,0.318,61.686
3.9,2.0,0.0,0.0,1.774,-0.014,0.096,0.581,-0.02,0.64,0.248,0.369,0.324,62.446
4.0,2.0,0.0,0.0,1.837,-0.008,0.094,0.544,-0.044,0.748,0.184,0.345,0.244,63.174
4.1,2.0,0.0,0.0,1.88,-0.006,0.096,0.525,-0.056,0.661,0.152,0.325,0.271,63.788
4.2,2.0,2.0,0.0,1.932,-0.003,0.093,0.487,-0.035,0.609,0.235,0.314,0.265,64.396
4.3,2.0,2.0,0.0,2.014,0.003,0.088,0.544,1.2,0.582,3.362,0.038,0.537,68.784
4.4,2.0,2.0,0.0,2.055,0.022,0.12,0.562,1.2,0.772,2.856,0.051,0.578,72.837
4.5,2.0,2.0,0.0,2.109,0.037,0.217,0.6,1.2,0.578,2.983,0.054,0.587,77.112
4.6,2.0,2.0,0.0,2.181,0.06,0.329,0.6,1.2,0.707,2.485,0.073,0.589,80.749
4.7,2.0,2.0,0.0,2.265,0.101,0.542,0.6,1.2,0.754,2.414,0.089,0.575,84.238
4.8,2.0,2.0,0.0,2.305,0.123,0.65,0.6,1.2,0.648,1.934,0.061,0.575,86.999
4.9,2.0,2.0,0.0,2.358,0.156,0.759,0.6,1.2,0.705,2.322,0.084,0.565,90.289
5.0,2.0,2.0,0.0,2.396,0.202,0.866,0.6,1.2,0.448,2.039,0.086,0.575,93.193
5.1,2.0,2.0,0.0,2.44,0.253,0.975,0.6,1.2,0.704,1.91,0.068,0.565,95.898
5.2,2.0,2.0,0.0,2.468,0.325,1.195,0.6,1.2,0.627,2.681,0.034,0.575,99.645
5.3,2.0,2.0,0.0,2.491,0.382,1.308,0.6,1.2,0.763,2.413,0.074,0.575,103.109
5.4,2.0,2.0,0.0,2.514,0.444,1.419,0.6,1.2,0.464,2.589,0.062,0.565,106.686
5.5,2.0,2.0,0.0,2.522,0.492,1.526,0.6,1.2,0.836,2.188,0.041,0.575,109.786
5.6,2.0,2.0,0.0,2.523,0.552,1.634,0.6,1.2,0.396,2.599,0.067,0.575,113.433
5.7,2.0,2.0,0.0,2.516,0.62,1.742,0.6,0.083,0.433,1.307,0.208,0.481,115.159
5.8,2.0,2.0,0.0,2.493,0.698,1.951,0.6,-0.276,0.652,2.059,0.26,0.416,117.619
5.9,2.0,2.0,0.0,2.497,0.744,1.981,0.6,-0.269,1.509,0.278,0.417,0.282,119.319
6.0,2.0,2.0,0.0,2.464,0.812,1.944,0.6,0.026,1.104,0.248,0.407,0.296,120.573
6.1,2.0,2.0,0.0,2.454,0.85,1.944,0.6,0.109,1.826,0.1,0.435,0.275,122.546
6.2,2.0,2.0,0.0,2.421,0.91,1.917,0.6,0.097,0.806,0.285,0.334,0.354,123.433
6.3,2.0,2.0,0.0,2.392,0.971,1.921,0.6,0.016,0.543,1.302,0.3,0.394,125.056
6.4,2.0,2.0,0.0,2.364,1.043,1.93,0.6,0.013,0.585,0.614,0.308,0.369,126.031
6.5,2.0,2.0,0.0,2.352,1.082,1.932,0.6,0.01,0.616,0.933,0.333,0.374,127.36
6.6,2.0,2.0,0.0,2.322,1.154,1.935,0.6,-0.002,0.661,0.304,0.351,0.352,128.173
6.7,2.0,2.0,0.0,2.308,1.186,1.938,0.6,-0.026,0.68,0.311,0.326,0.34,128.959
6.8,2.0,2.0,0.0,2.281,1.251,1.941,0.6,-0.044,0.671,0.754,0.36,0.352,130.175
6.9,2.0,2.0,0.0,2.261,1.311,1.941,0.6,-0.02,1.015,0.308,0.38,0.338,131.35
7.0,2.0,2.0,0.0,2.249,1.349,1.939,0.6,0.01,0.849,0.553,0.397,0.371,132.651
7.1,2.0,2.0,0.0,2.213,1.422,1.934,0.6,-0.02,0.628,0.285,0.338,0.332,133.388
7.2,2.0,2.0,0.0,2.194,1.484,1.934,0.6,-0.044,1.031,0.453,0.378,0.361,134.715
7.3,2.0,2.0,0.0,2.173,1.535,1.934,0.6,-0.019,0.612,0.249,0.353,0.329,135.43
7.4,2.0,2.0,0.0,2.138,1.609,1.934,0.6,-0.064,0.884,0.904,0.372,0.361,137.002
7.5,2.0,2.0,0.0,2.122,1.657,1.933,0.6,-0.068,0.976,0.272,0.371,0.336,138.092
7.6,2.0,2.0,0.0,2.105,1.703,1.933,0.6,-0.075,1.363,0.282,0.392,0.305,139.582
7.7,2.0,2.0,0.0,2.081,1.764,1.932,0.581,-0.057,0.854,0.147,0.347,0.277,140.391
7.8,2.0,2.0,0.0,2.052,1.847,1.929,0.544,-0.042,0.668,0.086,0.331,0.256,140.974
7.9,2.0,2.0,0.0,2.039,1.877,1.927,0.525,-0.024,0.962,0.177,0.355,0.276,141.911
8.0,0.0,2.0,0.0,2.019,1.922,1.922,0.506,-0.026,0.706,0.145,0.335,0.264,142.57
8.1,0.0,2.0,0.0,2.0,1.988,1.919,0.544,1.2,0.577,2.053,0.15,0.409,144.793
8.2,0.0,2.0,0.0,1.983,2.04,1.919,0.581,1.2,0.627,1.916,0.071,0.512,147.252
