Timestamp,Reference X,Reference Y,Reference Theta,Current X,Current Y,Current Theta,Linear Velocity,Angular Velocity,Current Motor1,Current Motor2,Voltage Motor1,Voltage Motor2,Energy Usage
0.0,2.0,0.0,0.0,0.007,-0.033,-1.576,0.0,0.051,0.387,0.098,0.086,-0.0,0.08
0.1,2.0,0.0,0.0,0.009,-0.034,-1.576,0.6,1.2,0.598,0.093,0.165,0.13,0.346
0.2,2.0,0.0,0.0,0.01,-0.032,-1.574,0.6,1.2,2.209,4.073,0.289,0.5,6.766
0.3,2.0,0.0,0.0,0.023,-0.034,-1.574,0.6,1.2,0.906,2.707,0.183,0.553,10.755
0.4,2.0,0.0,0.0,0.013,-0.069,-1.453,0.6,1.2,0.607,1.584,0.066,0.528,12.86
0.5,2.0,0.0,0.0,0.029,-0.12,-1.356,0.6,1.2,0.667,2.256,0.093,0.573,16.111
0.6,2.0,0.0,0.0,0.04,-0.172,-1.254,0.6,1.2,0.546,2.199,0.077,0.553,19.128
0.7,2.0,0.0,0.0,0.051,-0.223,-1.146,0.6,1.2,0.479,1.536,0.049,0.555,21.228
0.8,2.0,0.0,0.0,0.07,-0.282,-1.038,0.6,1.2,0.585,2.054,0.044,0.552,24.011
0.9,2.0,0.0,0.0,0.099,-0.342,-0.93,0.6,1.2,0.717,2.34,0.079,0.563,27.31
1.0,2.0,0.0,0.0,0.133,-0.393,-0.822,0.6,1.2,0.544,1.119,0.068,0.523,28.802
1.1,2.0,0.0,0.0,0.175,-0.437,-0.709,0.6,1.2,0.701,2.295,0.041,0.542,31.857
1.2,2.0,0.0,0.0,0.223,-0.482,-0.598,0.6,1.2,0.988,2.447,0.068,0.547,35.229
1.3,2.0,0.0,0.0,0.274,-0.519,-0.492,0.6,1.2,0.491,1.549,0.041,0.535,37.265
1.4,2.0,0.0,0.0,0.359,-0.56,-0.28,0.6,1.2,0.465,2.104,0.068,0.55,40.119
1.5,2.0,0.0,0.0,0.411,-0.577,-0.176,0.6,1.2,0.617,3.108,0.022,0.578,44.465
1.6,2.0,0.0,0.0,0.49,-0.594,-0.069,0.6,1.2,0.301,2.143,0.063,0.551,47.343
1.7,2.0,0.0,0.0,0.539,-0.593,0.039,0.6,1.179,0.781,2.377,0.062,0.569,50.703
1.8,2.0,0.0,0.0,0.614,-0.576,0.248,0.6,1.179,0.496,2.993,0.069,0.572,54.892
1.9,2.0,0.0,0.0,0.676,-0.562,0.351,0.6,-0.02,0.63,1.767,0.2,0.465,57.165
2.0,2.0,0.0,0.0,0.716,-0.555,0.351,0.6,-0.042,1.086,0.941,0.39,0.369,59.017
2.1,2.0,0.0,0.0,0.767,-0.51,0.502,0.6,-0.477,0.36,0.376,0.275,0.339,59.56
2.2,2.0,0.0,0.0,0.831,-0.47,0.466,0.6,-0.565,2.501,0.329,0.482,0.159,62.578
2.3,2.0,0.0,0.0,0.924,-0.43,0.392,0.6,0.08,1.213,0.208,0.415,0.217,63.894
2.4,2.0,0.0,0.0,0.96,-0.414,0.362,0.6,0.082,1.466,0.48,0.383,0.361,65.656
2.5,2.0,0.0,0.0,1.004,-0.402,0.359,0.6,0.07,0.749,0.712,0.351,0.39,66.954
2.6,2.0,0.0,0.0,1.067,-0.376,0.365,0.6,0.047,0.473,0.6,0.275,0.376,67.806
2.7,2.0,0.0,0.0,1.127,-0.35,0.369,0.6,0.043,0.525,1.035,0.303,0.362,69.087
2.8,2.0,0.0,0.0,1.182,-0.329,0.376,0.6,0.053,0.501,0.87,0.295,0.381,70.239
2.9,2.0,0.0,0.0,1.253,-0.305,0.378,0.6,0.006,0.537,0.209,0.297,0.328,70.787
3.0,2.0,0.0,0.0,1.276,-0.294,0.379,0.6,0.005,0.646,0.351,0.323,0.364,71.594
3.1,2.0,0.0,0.0,1.364,-0.263,0.384,0.6,0.019,0.548,0.45,0.303,0.353,72.374
3.2,2.0,0.0,0.0,1.41,-0.239,0.385,0.6,-0.008,0.585,0.258,0.304,0.344,73.014
3.3,2.0,0.0,0.0,1.483,-0.205,0.388,0.6,-0.025,1.228,0.377,0.37,0.352,74.424
3.4,2.0,0.0,0.0,1.523,-0.192,0.386,0.6,-0.022,0.732,0.752,0.36,0.364,75.712
3.5,2.0,0.0,0.0,1.58,-0.168,0.384,0.6,-0.015,0.591,0.26,0.329,0.334,76.387
3.6,2.0,0.0,0.0,1.648,-0.141,0.386,0.6,-0.012,0.756,0.279,0.349,0.334,77.243
3.7,2.0,0.0,0.0,1.69,-0.128,0.386,0.6,-0.008,0.605,0.247,0.35,0.336,77.95
3.8,2.0,0.0,0.0,1.759,-0.099,0.387,0.6,0.003,0.575,0.24,0.341,0.326,78.609
3.9,2.0,0.0,0.0,1.827,-0.072,0.388,0.461,0.017,0.567,0.564,0.325,0.358,79.537
4.0,2.0,0.0,0.0,1.883,-0.049,0.388,0.0,0.005,0.154,0.097,0.148,0.224,79.644
4.1,2.0,2.0,0.0,1.927,-0.03,0.39,0.3,1.2,0.34,0.113,-0.055,-0.079,79.71
4.2,2.0,2.0,0.0,1.973,-0.007,0.388,0.6,1.2,0.378,0.102,-0.013,0.022,79.727
4.3,2.0,2.0,0.0,1.971,-0.006,0.385,0.6,1.2,1.756,5.253,0.276,0.619,88.698
4.4,2.0,2.0,0.0,1.968,0.004,0.407,0.6,1.2,1.268,4.47,0.15,0.614,95.738
4.5,2.0,2.0,0.0,1.995,0.014,0.457,0.6,1.2,0.791,2.689,0.061,0.579,99.594
4.6,2.0,2.0,0.0,2.042,0.052,0.539,0.6,1.2,0.659,1.884,0.039,0.57,102.231
4.7,2.0,2.0,0.0,2.097,0.093,0.644,0.6,1.2,0.759,2.29,0.096,0.589,105.643
4.8,2.0,2.0,0.0,2.142,0.142,0.862,0.6,1.2,0.514,2.745,0.04,0.565,109.413
4.9,2.0,2.0,0.0,2.178,0.169,0.862,0.6,1.2,0.64,2.248,0.052,0.565,112.539
5.0,2.0,2.0,0.0,2.24,0.265,1.084,0.6,1.2,0.578,2.569,0.064,0.565,116.109
5.1,2.0,2.0,0.0,2.252,0.294,1.196,0.6,1.2,0.569,2.206,0.086,0.579,119.293
5.2,2.0,2.0,0.0,2.274,0.358,1.304,0.6,1.2,0.635,2.042,0.069,0.575,122.214
5.3,2.0,2.0,0.0,2.28,0.433,1.525,0.6,1.119,0.469,2.229,0.109,0.547,125.264
5.4,2.0,2.0,0.0,2.287,0.494,1.635,0.6,0.494,0.763,2.585,0.066,0.555,128.826
5.5,2.0,2.0,0.0,2.287,0.57,1.738,0.6,-0.455,0.467,2.358,0.151,0.48,131.711
5.6,2.0,2.0,0.0,2.296,0.619,1.814,0.6,-0.26,1.586,0.19,0.427,0.239,133.446
5.7,2.0,2.0,0.0,2.293,0.659,1.832,0.6,-0.067,1.751,0.455,0.434,0.282,135.579
5.8,2.0,2.0,0.0,2.284,0.691,1.793,0.6,-0.118,1.244,0.09,0.372,0.251,136.744
5.9,2.0,2.0,0.0,2.263,0.753,1.77,0.6,0.064,1.74,0.129,0.388,0.237,138.439
6.0,2.0,2.0,0.0,2.239,0.838,1.76,0.6,-0.004,0.643,0.242,0.333,0.341,139.151
6.1,2.0,2.0,0.0,2.217,0.918,1.767,0.6,-0.022,0.602,0.274,0.327,0.329,139.838
6.2,2.0,2.0,0.0,2.211,0.977,1.774,0.6,-0.015,0.58,0.861,0.327,0.382,141.083
6.3,2.0,2.0,0.0,2.193,1.043,1.773,0.6,-0.023,0.743,0.489,0.353,0.333,142.104
6.4,2.0,2.0,0.0,2.177,1.11,1.777,0.6,-0.053,0.74,0.649,0.371,0.375,143.346
6.5,2.0,2.0,0.0,2.17,1.143,1.777,0.6,-0.048,0.652,0.213,0.363,0.311,144.073
6.6,2.0,2.0,0.0,2.158,1.21,1.772,0.6,0.0,1.221,0.198,0.39,0.342,145.38
6.7,2.0,2.0,0.0,2.146,1.261,1.768,0.6,0.014,0.653,0.165,0.326,0.31,146.013
6.8,2.0,2.0,0.0,2.127,1.35,1.766,0.6,-0.007,0.559,0.278,0.316,0.35,146.671
6.9,2.0,2.0,0.0,2.123,1.395,1.767,0.6,-0.017,0.696,0.372,0.341,0.342,147.546
7.0,2.0,2.0,0.0,2.103,1.498,1.771,0.6,-0.008,0.621,0.41,0.334,0.356,148.394
7.1,2.0,2.0,0.0,2.086,1.568,1.773,0.6,-0.009,1.058,0.519,0.365,0.375,149.789
7.2,2.0,2.0,0.0,2.079,1.601,1.773,0.6,-0.021,0.677,0.24,0.344,0.32,150.533
7.3,2.0,2.0,0.0,2.071,1.651,1.774,0.6,-0.029,1.133,0.381,0.369,0.36,151.866
7.4,2.0,2.0,0.0,2.049,1.746,1.776,0.6,-0.016,1.384,0.338,0.394,0.345,153.456
7.5,2.0,2.0,0.0,2.038,1.802,1.772,0.6,-0.013,1.055,0.242,0.354,0.314,154.534
7.6,2.0,2.0,0.0,2.027,1.853,1.771,0.044,-0.011,0.619,0.149,0.315,0.279,155.102
7.7,0.0,2.0,0.0,2.016,1.903,1.771,0.0,-0.011,0.346,0.108,-0.065,-0.073,155.175
7.8,0.0,2.0,0.0,2.003,1.958,1.771,0.0,-0.012,0.346,0.136,-0.063,-0.076,155.252
7.9,0.0,2.0,0.0,1.979,1.995,1.771,0.6,1.2,0.923,0.664,0.204,0.209,156.036
8.0,0.0,2.0,0.0,1.986,1.992,1.768,0.6,1.2,1.275,3.378,0.232,0.506,160.848
8.1,0.0,2.0,0.0,2.005,1.991,1.785,0.6,1.2,1.214,3.561,0.077,0.583,166.056
8.2,0.0,2.0,0.0,2.006,2.029,1.826,0.6,1.2,0.798,2.101,0.084,0.575,169.114
8.3,0.0,2.0,0.0,2.001,2.099,1.909,0.6,1.2,0.576,2.542,0.077,0.555,172.607
8.4,0.0,2.0,0.0,1.978,2.155,2.018,0.6,1.2,0.781,2.929,0.036,0.575,176.713
8.5,0.0,2.0,0.0,1.95,2.208,2.125,0.6,1.2,0.461,1.837,0.072,0.555,179.239
8.6,0.0,2.0,0.0,1.919,2.271,2.232,0.6,1.2,0.292,2.129,0.076,0.55,182.103
8.7,0.0,2.0,0.0,1.852,2.324,2.454,0.6,1.2,0.643,2.175,0.038,0.575,185.161
8.8,0.0,2.0,0.0,1.805,2.37,2.566,0.6,1.2,0.487,1.934,0.066,0.56,187.836
8.9,0.0,2.0,0.0,1.78,2.405,2.566,0.6,1.2,0.715,2.444,0.078,0.575,191.34
